"B","observations","genes","abs_batch","k","initializer","method","ARI","WCSS","iterations","fault"
43,2000,1000,35,3,random,hdf5,0.98853040672959,4388932.74203155,24,NA
44,2000,1000,35,3,random,hdf5,0.974654469519138,4677549.45541719,12,NA
45,2000,1000,35,3,random,hdf5,0.990594198008898,4270440.9357621,20,NA
46,2000,1000,35,3,random,hdf5,0.98432335617216,4570106.70575266,16,NA
47,2000,1000,35,3,random,hdf5,0.99703563531692,4230242.15867844,20,NA
48,2000,1000,35,3,random,hdf5,0.990032150490089,4240556.40880288,24,NA
49,2000,1000,35,3,random,hdf5,0.992109942961215,4078044.60873815,20,NA
50,2000,1000,35,3,random,hdf5,0.989425512247386,4950164.47985616,15,NA
1,2000,1000,75,3,random,hdf5,0.993661094645979,4626818.9372105,26,NA
2,2000,1000,75,3,random,hdf5,0.995478010376821,4041883.40761047,29,NA
3,2000,1000,75,3,random,hdf5,0.982214399559074,4230453.54401616,16,NA
4,2000,1000,75,3,random,hdf5,0.992292396892247,4299387.70490954,12,NA
5,2000,1000,75,3,random,hdf5,0.991532924825997,4189974.88466601,18,NA
6,2000,1000,75,3,random,hdf5,0.985215400423741,4053068.68232832,17,NA
7,2000,1000,75,3,random,hdf5,0.990257749627911,4138992.79181588,17,NA
