B,observations,genes,batch_size,k,initializer,method,user_time,system_time,elapsed_time
9,1.00E+05,1000,0.2,15,random,kmeans,482.928,10.463,569.024
10,1.00E+05,1000,0.2,15,random,kmeans,499.677,8.194,583.391
1,1.00E+05,1000,0.2,16,random,kmeans,527.935,8.145,643.483
2,1.00E+05,1000,0.2,16,random,kmeans,446.919,8.986,524.944
3,1.00E+05,1000,0.2,16,random,kmeans,481.881,8.127,595.046
4,1.00E+05,1000,0.2,16,random,kmeans,497.034,7.763,597.887
5,1.00E+05,1000,0.2,16,random,kmeans,451.229,7.899,532.717
6,1.00E+05,1000,0.2,16,random,kmeans,484.496,8.959,577.744
7,1.00E+05,1000,0.2,16,random,kmeans,439.166,8.85,547.702
8,1.00E+05,1000,0.2,16,random,kmeans,493.948,9.241,550.713
9,1.00E+05,1000,0.2,16,random,kmeans,489.07,7.784,609.554
10,1.00E+05,1000,0.2,16,random,kmeans,497.387,7.431,591.023
1,1.00E+05,1000,0.2,17,random,kmeans,535.14,9.268,644.449
2,1.00E+05,1000,0.2,17,random,kmeans,559.124,8.106,698.527
3,1.00E+05,1000,0.2,17,random,kmeans,554.096,8.487,696.628
4,1.00E+05,1000,0.2,17,random,kmeans,542.486,9.003,667.832
5,1.00E+05,1000,0.2,17,random,kmeans,482.497,8.5,520.615
6,1.00E+05,1000,0.2,17,random,kmeans,540.759,8.889,678.942
7,1.00E+05,1000,0.2,17,random,kmeans,475.829,10.483,522.894
8,1.00E+05,1000,0.2,17,random,kmeans,575.483,8.621,677.364
9,1.00E+05,1000,0.2,17,random,kmeans,566.707,8.206,649.554
10,1.00E+05,1000,0.2,17,random,kmeans,505.037,9.123,610.444
1,1.00E+05,1000,0.2,18,random,kmeans,579.637,10.118,675.966
2,1.00E+05,1000,0.2,18,random,kmeans,627.698,7.805,765.814
3,1.00E+05,1000,0.2,18,random,kmeans,586.797,9.438,686.582
4,1.00E+05,1000,0.2,18,random,kmeans,630.9,9.946,788.239
5,1.00E+05,1000,0.2,18,random,kmeans,630.287,8.472,775.073
6,1.00E+05,1000,0.2,18,random,kmeans,580.624,9.549,687.418
7,1.00E+05,1000,0.2,18,random,kmeans,574.319,9.034,691.862
8,1.00E+05,1000,0.2,18,random,kmeans,586.656,9.999,676.666
9,1.00E+05,1000,0.2,18,random,kmeans,584.865,9.326,723.06
10,1.00E+05,1000,0.2,18,random,kmeans,589.581,10.61,706.923
1,1.00E+05,1000,0.2,19,random,kmeans,620.239,9.885,719.106
2,1.00E+05,1000,0.2,19,random,kmeans,575.669,9.96,661.718
3,1.00E+05,1000,0.2,19,random,kmeans,691.217,8.696,790.672
4,1.00E+05,1000,0.2,19,random,kmeans,541.245,10.678,637.507
5,1.00E+05,1000,0.2,19,random,kmeans,573.331,10.085,698.032
6,1.00E+05,1000,0.2,19,random,kmeans,509.676,9.5,596.84
7,1.00E+05,1000,0.2,19,random,kmeans,660.528,8.881,765.947
8,1.00E+05,1000,0.2,19,random,kmeans,602.74,9.176,716.467
9,1.00E+05,1000,0.2,19,random,kmeans,613.124,8.727,706.042
10,1.00E+05,1000,0.2,19,random,kmeans,642.932,9.606,738.789
1,1.00E+05,1000,0.2,20,random,kmeans,710.206,11.104,929.964
2,1.00E+05,1000,0.2,20,random,kmeans,613.029,9.991,771.373
